accnum,latitude,longitude,day_of_week,day_of_year,day,year,month,hour,division,neighbourhood_id,is_major_arterial,is_dry,good_light,good_visibility,has_traffctl,is_intersection,has_rlc,pedestrian_accident
1319472,43.65631,-79.45244100000001,5,287,13,2012,10,21,11,86,1,0,0,0,1,0,1,1
1327549,43.823645,-79.30709,5,287,13,2012,10,23,42,130,1,0,0,0,1,0,0,1
1328014,43.672145,-79.40599,1,290,16,2012,10,10,53,95,0,1,1,1,1,0,0,1
1328002,43.749645,-79.26449000000001,1,290,16,2012,10,19,41,127,1,1,0,1,1,0,0,1
1327859,43.773345,-79.24629,2,291,17,2012,10,7,43,137,1,1,1,1,1,0,0,1
1321983,43.682745000000004,-79.46329,3,292,18,2012,10,19,12,110,0,0,0,0,1,0,0,1
1328148,43.713045,-79.36719000000001,5,294,20,2012,10,9,53,56,1,1,1,1,1,0,0,1
1321562,43.744645,-79.48739,0,296,22,2012,10,7,31,27,1,1,1,1,0,0,1,1
1328482,43.664245,-79.36799,0,296,22,2012,10,13,51,71,0,1,1,1,1,0,0,1
1321792,43.693345,-79.56249,1,297,23,2012,10,19,23,7,1,1,0,1,1,0,0,1
1328738,43.654345,-79.37879000000001,3,299,25,2012,10,6,51,75,0,1,0,1,1,0,0,1
1322204,43.680545,-79.431087,3,299,25,2012,10,15,13,94,1,1,1,1,0,0,0,1
1322361,43.760545,-79.41139,4,300,26,2012,10,8,32,38,0,1,1,1,0,0,0,1
1329099,43.748745,-79.55759,6,302,28,2012,10,21,31,22,1,0,0,0,1,0,0,1
1322488,43.708245,-79.39869,6,302,28,2012,10,22,53,104,1,0,0,0,0,0,0,1
1329595,43.774345000000004,-79.35359,0,303,29,2012,10,22,33,47,0,0,0,0,0,0,0,1
1329462,43.698445,-79.46349000000001,2,305,31,2012,10,7,13,108,0,0,0,0,1,0,0,1
1323544,43.714145,-79.45329,3,306,1,2012,11,6,32,31,1,0,0,0,0,0,0,1
1323931,43.700745,-79.42669000000001,3,306,1,2012,11,6,13,102,1,0,0,0,0,0,0,1
1331690,43.830445000000005,-79.22369,3,306,1,2012,11,7,42,131,0,0,1,0,0,0,0,1
1329833,43.686545,-79.44159,4,307,2,2012,11,1,13,107,0,1,1,1,1,0,0,1
1324317,43.666245,-79.37829,1,311,6,2012,11,17,51,71,1,1,0,1,1,0,0,1
1331914,43.654145,-79.36569,1,318,13,2012,11,4,51,73,1,1,0,1,0,0,0,1
1326143,43.782744,-79.40189000000001,4,321,16,2012,11,17,32,51,1,1,0,1,0,0,0,1
1326699,43.661145,-79.35819000000001,6,323,18,2012,11,1,51,72,1,1,0,1,1,0,1,1
1335535,43.708145,-79.39149,5,329,24,2012,11,13,53,104,1,1,1,1,1,0,0,1
1327765,43.809645,-79.28999,1,332,27,2012,11,17,42,129,1,1,0,1,0,0,0,1
1332159,43.691645,-79.30339000000001,2,333,28,2012,11,17,54,61,0,1,0,1,0,0,0,1
1338446,43.651345,-79.52639,4,342,7,2012,12,18,22,15,1,0,0,0,1,0,0,1
1276036,43.693245000000005,-79.35029,5,344,10,2011,12,15,54,58,1,1,1,1,1,0,0,1
1338611,43.674045,-79.32489,6,344,9,2012,12,19,55,65,0,0,0,0,1,0,0,1
1290476,43.670445,-79.35389,0,51,20,2012,2,15,55,68,0,1,1,1,0,0,0,1
1382682,43.683501,-79.322917,4,228,16,2013,8,17,54,66,1,1,1,1,0,0,0,1
1278436,43.655845,-79.39919,5,344,10,2011,12,16,52,78,1,1,1,1,0,0,0,1
1338878,43.769545,-79.34649,0,345,10,2012,12,6,33,53,1,0,0,0,1,0,0,1
1371107,43.809844,-79.25768599999999,6,230,18,2013,8,10,42,129,1,1,1,1,1,0,0,1
1382904,43.637316,-79.397136,1,232,20,2013,8,13,14,77,1,1,1,1,1,0,0,1
1383434,43.674712,-79.457637,3,234,22,2013,8,18,12,91,1,1,1,1,1,0,0,1
1372001,43.639426,-79.44248499999999,4,235,23,2013,8,18,11,86,1,1,1,1,0,0,0,1
1372377,43.730746,-79.606792,1,239,27,2013,8,15,23,1,0,1,1,1,1,0,0,1
1383943,43.700286,-79.397029,1,239,27,2013,8,20,53,104,1,0,0,0,1,0,0,1
1372589,43.735579,-79.44780300000001,2,240,28,2013,8,17,32,33,0,1,1,1,0,0,0,1
1383697,43.754271,-79.251552,2,240,28,2013,8,20,43,127,1,1,0,1,1,0,0,1
1384025,43.736684999999994,-79.248081,3,241,29,2013,8,10,43,138,1,1,1,1,1,0,0,1
1373039,43.711016,-79.25255899999999,4,242,30,2013,8,19,41,122,0,1,1,1,0,0,0,1
1373041,43.774165,-79.295017,4,242,30,2013,8,19,42,118,1,0,0,0,1,0,0,1
1373498,43.753844,-79.49959100000001,1,246,3,2013,9,8,31,27,0,1,1,1,1,0,0,1
1373856,43.788844,-79.240093,3,248,5,2013,9,18,42,128,0,1,1,1,1,0,0,1
1386644,43.65549,-79.399074,5,257,14,2013,9,16,52,78,1,1,1,1,0,0,0,1
1375428,43.792533,-79.445163,0,259,16,2013,9,1,32,36,1,0,0,0,0,0,0,1
1387019,43.808814,-79.26276700000001,2,261,18,2013,9,8,42,129,1,1,1,1,1,0,0,1
1377012,43.692603000000005,-79.302364,1,267,24,2013,9,17,54,61,0,1,1,1,1,0,0,1
1377363,43.645564,-79.36433000000001,1,267,24,2013,9,18,51,77,0,1,1,1,0,0,0,1
1377536,43.662455,-79.351352,3,269,26,2013,9,10,55,70,1,1,1,1,1,0,0,1
1377550,43.700148,-79.516185,3,269,26,2013,9,18,12,113,1,1,1,1,0,0,0,1
1387882,43.649043,-79.36729,5,271,28,2013,9,11,51,77,0,1,1,1,1,0,0,1
1378110,43.686747,-79.595546,0,273,30,2013,9,7,23,1,1,0,1,1,1,0,0,1
1378332,43.667643,-79.342792,1,274,1,2013,10,10,55,68,0,1,1,1,1,0,0,1
1378700,43.717448,-79.299609,3,276,3,2013,10,17,41,120,1,1,1,1,0,0,0,1
1379013,43.771440999999996,-79.455066,5,278,5,2013,10,19,32,35,1,1,0,1,0,0,0,1
1386112,43.657804999999996,-79.388194,0,280,7,2013,10,8,52,76,0,0,1,1,0,0,0,1
1386411,43.76184,-79.21583100000001,1,281,8,2013,10,14,43,137,1,1,1,1,1,0,0,1
1379549,43.716929,-79.41346300000001,1,281,8,2013,10,16,53,103,1,1,1,1,1,0,0,1
1380760,43.824481,-79.303623,1,281,8,2013,10,21,42,130,1,1,0,1,0,0,0,1
1338947,43.688145,-79.41259000000001,0,35,4,2013,2,18,53,96,0,1,0,1,0,0,0,1
1290049,43.811945,-79.35749,1,52,21,2012,2,19,33,48,1,0,0,1,1,0,0,1
1342832,43.734545000000004,-79.25809,5,56,25,2012,2,20,41,138,1,1,0,1,1,0,0,1
1282294,43.753445,-79.43799,1,59,28,2012,2,23,32,38,1,1,0,1,0,0,0,1
1282447,43.640045,-79.43709,2,60,29,2012,2,18,14,85,0,0,0,0,0,0,0,1
1290852,43.732145,-79.60909000000001,2,60,29,2012,2,20,23,1,0,0,0,0,1,0,0,1
1291004,43.782345,-79.29249,3,61,1,2012,3,19,42,118,1,1,1,1,0,0,0,1
1291089,43.707345000000004,-79.39849,4,62,2,2012,3,1,53,104,1,1,0,1,0,0,0,1
1291108,43.729945,-79.27789,4,62,2,2012,3,16,41,125,1,1,1,1,1,0,0,1
1291534,43.663245,-79.36759,4,62,2,2012,3,18,51,71,0,1,1,1,0,0,0,1
1291646,43.648945,-79.38509,5,63,3,2012,3,15,52,76,1,1,1,1,0,0,0,1
1282854,43.708745,-79.24979,5,63,3,2012,3,23,41,122,1,1,0,1,1,0,0,1
1291622,43.804445,-79.22419000000001,6,64,4,2012,3,9,42,132,0,1,1,1,1,0,0,1
1291754,43.696445000000004,-79.29229000000001,0,65,5,2012,3,12,54,61,0,1,1,1,0,0,0,1
1283446,43.670645,-79.29689,2,67,7,2012,3,15,55,63,0,1,1,1,0,0,0,1
1284316,43.731545000000004,-79.57059,2,74,14,2012,3,5,23,4,0,1,0,1,0,0,0,1
1292886,43.740245,-79.23209,4,76,16,2012,3,12,43,138,1,1,1,1,1,0,0,1
1292879,43.817145000000004,-79.26089,4,76,16,2012,3,17,42,130,0,1,1,1,0,0,0,1
1285099,43.723945,-79.42379,0,79,19,2012,3,18,32,39,0,1,1,1,1,0,0,1
1285342,43.691545,-79.50099,2,81,21,2012,3,22,12,115,1,1,0,1,0,0,0,1
1293487,43.732245,-79.61379000000001,3,82,22,2012,3,18,23,1,0,1,1,1,0,0,0,1
1294734,43.644745,-79.38499,2,88,28,2012,3,1,52,77,0,1,0,1,1,0,0,1
1295374,43.687445000000004,-79.30499,3,89,29,2012,3,16,54,62,1,1,1,1,1,0,0,1
1295331,43.649645,-79.49539,4,90,30,2012,3,13,22,15,1,1,1,1,1,0,0,1
1288494,43.649845,-79.39109,5,91,31,2012,3,1,52,77,1,1,0,1,1,0,0,1
1286941,43.758245,-79.51239,0,93,2,2012,4,5,31,25,1,1,0,1,0,0,0,1
1296056,43.662644,-79.332789,0,93,2,2012,4,10,55,70,0,1,1,1,1,0,0,1
1296775,43.662245,-79.42969000000001,3,96,5,2012,4,18,14,93,0,1,1,1,1,0,0,1
1297568,43.775245,-79.41439,1,101,10,2012,4,14,32,51,1,1,1,1,0,0,0,1
1330905,43.727445,-79.26589,0,345,10,2012,12,7,41,124,1,0,0,0,1,0,0,1
1278438,43.665444,-79.35259,5,344,10,2011,12,22,55,70,0,1,0,1,1,0,0,1
1339180,43.649745,-79.433688,2,37,6,2013,2,10,11,84,0,1,1,1,1,0,0,1
1279732,43.836589000000004,-79.251178,3,349,15,2011,12,7,42,131,1,0,0,0,1,0,0,1
1338693,43.81626,-79.211139,0,345,10,2012,12,7,42,131,0,0,0,0,1,0,0,1
1270054,43.779645,-79.34569,3,349,15,2011,12,15,33,47,0,0,1,0,1,0,0,1
1347268,43.660645,-79.51049,6,41,10,2013,2,14,22,9,1,0,1,1,1,0,0,1
1339123,43.641445000000004,-79.38089000000001,1,346,11,2012,12,5,52,77,1,1,0,1,1,0,1,1
1347299,43.690345,-79.44809000000001,6,41,10,2013,2,18,13,107,1,0,0,1,1,0,0,1
1347684,43.669845,-79.30089,4,46,15,2013,2,2,55,63,0,0,0,1,0,0,0,1
1347790,43.700545,-79.44969,4,46,15,2013,2,21,13,108,0,1,0,1,0,0,0,1
1348049,43.647845000000004,-79.37739,1,50,19,2013,2,9,51,75,1,0,1,0,1,0,0,1
1348204,43.731245,-79.26759,3,52,21,2013,2,7,41,124,1,1,1,1,0,0,0,1
1348211,43.752645,-79.45189,3,52,21,2013,2,9,32,33,1,1,1,1,1,0,0,1
1349360,43.766845,-79.37599,1,57,26,2013,2,7,33,52,0,1,0,1,0,0,0,1
1348815,43.682145,-79.47159,3,59,28,2013,2,14,12,110,1,0,1,1,1,0,0,1
1343587,43.781345,-79.35199,4,60,1,2013,3,10,33,47,1,0,1,1,0,0,0,1
1343634,43.817045,-79.29329,4,60,1,2013,3,18,42,130,1,1,0,1,0,0,1,1
1344588,43.721343,-79.301288,1,64,5,2013,3,21,41,120,1,0,0,1,0,0,0,1
1344724,43.674145,-79.45999,2,65,6,2013,3,9,12,91,1,0,1,1,1,0,0,1
1345175,43.703646,-79.25159000000001,3,66,7,2013,3,15,41,122,0,0,1,1,1,0,0,1
1345604,43.755745000000005,-79.52499,6,69,10,2013,3,1,31,25,1,1,0,1,0,0,0,1
1350051,43.747545,-79.28479,0,70,11,2013,3,20,41,126,1,0,0,0,1,0,0,1
1351718,43.633545,-79.57079,0,70,11,2013,3,20,22,12,1,0,0,0,1,0,0,1
1345912,43.687545,-79.52889,0,70,11,2013,3,22,23,8,0,0,0,0,1,0,0,1
1346509,43.663345,-79.34109000000001,3,73,14,2013,3,20,55,70,0,1,0,1,0,0,0,1
1353658,43.819245,-79.32339,4,88,29,2013,3,12,42,116,0,1,1,1,0,0,0,1
1350472,43.755445,-79.43849,5,96,6,2013,4,8,32,34,1,1,1,1,1,0,1,1
1354199,43.815245000000004,-79.23239000000001,2,100,10,2013,4,18,42,131,0,1,0,1,1,0,0,1
1351701,43.658245,-79.37789000000001,4,102,12,2013,4,12,51,75,0,0,1,0,1,0,0,1
1270884,43.765898,-79.519672,2,355,21,2011,12,7,31,24,1,0,0,0,1,0,0,1
1339683,43.659745,-79.38539,4,349,14,2012,12,12,52,76,1,1,1,1,0,0,0,1
1339720,43.677545,-79.30259000000001,4,349,14,2012,12,14,55,63,1,1,1,1,0,0,0,1
1331576,43.801045,-79.40619000000001,0,352,17,2012,12,20,32,50,1,1,0,1,1,0,0,1
1331761,43.664445,-79.36809000000001,1,353,18,2012,12,7,51,71,0,1,0,1,1,0,0,1
1331849,43.776445,-79.17369000000001,1,353,18,2012,12,21,43,136,1,1,0,1,0,0,0,1
1332258,43.782345,-79.29219,3,355,20,2012,12,7,42,118,1,1,1,1,0,0,0,1
1332261,43.733845,-79.26859,3,355,20,2012,12,20,41,125,1,0,0,0,0,0,0,1
1333183,43.700145,-79.51629,4,356,21,2012,12,3,12,113,1,1,0,1,0,0,1,1
1332565,43.743745000000004,-79.24489,5,357,22,2012,12,20,43,138,1,1,0,1,0,0,0,1
1332976,43.768045,-79.18799,3,362,27,2012,12,18,43,136,1,0,0,1,0,0,0,1
1333336,43.677745,-79.444089,0,366,31,2012,12,14,13,92,1,1,0,1,0,0,0,1
1333335,43.772845000000004,-79.25159000000001,0,366,31,2012,12,18,43,137,1,0,0,1,0,0,0,1
1333337,43.700148,-79.31902600000001,0,366,31,2012,12,19,54,60,1,0,0,1,0,0,0,1
1343083,43.670945,-79.47449,2,2,2,2013,1,9,12,90,1,1,1,1,0,0,0,1
1343241,43.603245,-79.50629,4,4,4,2013,1,13,22,18,1,0,1,1,1,0,0,1
1335937,43.827245,-79.29169,0,7,7,2013,1,9,42,130,1,1,1,1,1,0,0,1
1343484,43.642945000000005,-79.38149,1,8,8,2013,1,17,52,77,1,1,0,1,1,0,0,1
1344369,43.762145000000004,-79.22629,2,9,9,2013,1,5,43,137,1,0,0,1,1,0,0,1
1334701,43.770945000000005,-79.54339,2,9,9,2013,1,6,31,21,1,0,0,1,1,0,1,1
1344985,43.793145,-79.33139,4,11,11,2013,1,6,42,117,1,0,0,0,1,0,0,1
1344358,43.657057,-79.374553,6,13,13,2013,1,6,51,73,1,0,0,0,0,0,0,1
1281411,43.720345,-79.42439,2,355,21,2011,12,17,32,39,1,0,0,0,0,0,0,1
1281373,43.691045,-79.47099,2,355,21,2011,12,18,12,110,1,1,0,1,0,0,0,1
1281493,43.713545,-79.36479,3,356,22,2011,12,11,53,55,1,1,1,1,1,0,0,1
1271043,43.751245000000004,-79.51619000000001,3,356,22,2011,12,13,31,25,1,1,1,1,0,0,0,1
1283294,43.689745,-79.47489,6,359,25,2011,12,10,12,110,1,1,1,1,0,0,0,1
1282206,43.631445,-79.55229,1,361,27,2011,12,17,22,14,0,0,0,0,1,0,0,1
1282108,43.726945,-79.45759,2,362,28,2011,12,13,32,31,1,1,1,1,1,0,0,1
1272572,43.808045,-79.26649,2,362,28,2011,12,17,42,129,1,1,0,1,1,0,0,1
1282583,43.696445000000004,-79.45079,4,364,30,2011,12,18,13,108,1,0,0,0,1,0,0,1
1282698,43.646245,-79.38409,5,365,31,2011,12,19,52,76,1,1,0,1,0,0,1,1
1283522,43.736045000000004,-79.25119000000001,4,6,6,2012,1,20,41,138,1,0,0,1,0,0,0,1
1283549,43.828045,-79.28019,0,9,9,2012,1,9,42,130,0,1,1,1,1,0,0,1
1274213,43.728445,-79.41809,1,10,10,2012,1,11,32,39,1,1,1,1,0,0,0,1
1274426,43.687645,-79.39639,2,11,11,2012,1,12,53,97,1,1,1,1,0,0,0,1
1275814,43.816245,-79.22759,3,12,12,2012,1,5,42,132,0,0,0,0,1,0,0,1
1274722,43.779645,-79.37889,3,12,12,2012,1,21,33,52,0,0,0,1,0,0,0,1
1285331,43.677545,-79.35869,2,18,18,2012,1,10,54,67,0,1,1,1,0,0,0,1
1286418,43.699845,-79.43099000000001,6,22,22,2012,1,2,13,102,1,1,1,1,1,0,0,1
1277367,43.741645,-79.31239000000001,3,26,26,2012,1,19,33,43,1,0,0,0,0,0,0,1
1279218,43.658845,-79.34989,3,26,26,2012,1,21,55,70,1,0,0,0,1,0,0,1
1279220,43.665445,-79.35259,4,27,27,2012,1,18,55,70,0,1,0,1,1,0,0,1
1278585,43.776445,-79.23179,2,32,1,2012,2,21,43,137,1,1,0,1,1,0,1,1
1288123,43.767645,-79.18939,2,32,1,2012,2,23,43,136,1,1,0,1,0,0,0,1
1288002,43.727345,-79.32779000000001,4,34,3,2012,2,18,33,42,0,1,0,1,1,0,0,1
1281294,43.821345,-79.31689,5,35,4,2012,2,6,42,116,1,1,0,1,1,0,1,1
3001107258,43.762107,-79.503124,5,341,7,2013,12,3,31,27,0,1,0,1,0,0,0,1
3001129731,43.648795,-79.38551600000001,2,345,11,2013,12,1,52,76,1,1,0,1,1,0,1,1
3001133431,43.756991,-79.430812,2,345,11,2013,12,16,32,38,1,1,0,1,0,0,0,1
3001139681,43.714597999999995,-79.335178,3,346,12,2013,12,17,54,44,0,1,0,1,0,0,0,1
3001181592,43.719237,-79.515971,3,353,19,2013,12,15,31,26,1,1,1,1,0,0,0,1
3001182127,43.626677,-79.526668,3,353,19,2013,12,17,22,14,0,0,0,1,0,0,0,1
3001182464,43.623965000000005,-79.483676,3,353,19,2013,12,18,22,17,1,1,0,1,0,0,0,1
3001188681,43.808966,-79.370075,4,354,20,2013,12,19,33,48,1,0,0,0,0,0,0,1
131219717,43.722369,-79.30168499999999,1,358,24,2013,12,15,41,120,1,1,1,1,1,0,0,1
3001220302,43.636340000000004,-79.435703,1,358,24,2013,12,16,14,85,0,1,1,1,0,0,0,1
3001256436,43.655669,-79.487071,1,365,31,2013,12,13,11,89,1,1,1,1,1,0,0,1
4001311712,43.738841,-79.238353,3,9,9,2014,1,15,43,138,1,0,1,1,0,0,0,1
4001313188,43.603228,-79.506282,3,9,9,2014,1,20,22,18,1,0,0,1,1,0,0,1
4001342712,43.672438,-79.521617,1,14,14,2014,1,15,22,9,0,0,1,1,0,0,0,1
4001361731,43.669467,-79.492801,4,17,17,2014,1,15,12,111,1,1,1,1,1,0,0,1
141375171,43.69625,-79.447673,6,19,19,2014,1,21,13,107,1,0,0,1,1,0,0,1
4001384194,43.767813000000004,-79.471469,1,21,21,2014,1,12,32,27,1,1,1,1,1,0,0,1
142655086,43.784380999999996,-79.41668299999999,3,219,7,2014,8,16,32,50,1,1,1,1,1,0,0,1
4001392181,43.758952,-79.19758900000001,2,22,22,2014,1,18,43,136,1,1,0,1,1,0,0,1
4001467875,43.728125,-79.574649,1,35,4,2014,2,12,23,4,1,1,1,1,1,0,0,1
5002168343,43.79143,-79.250346,4,352,18,2015,12,14,42,128,1,1,1,1,0,0,0,1
4001490210,43.643557,-79.421954,5,39,8,2014,2,2,14,82,1,0,0,1,0,0,0,1
5000938109,43.659487,-79.51339300000001,3,155,4,2015,6,21,22,15,1,1,0,1,1,0,0,1
4001492410,43.668029,-79.34291400000001,5,39,8,2014,2,13,55,68,0,0,1,1,0,0,0,1
4001503315,43.738917,-79.57997399999999,0,41,10,2014,2,11,23,3,1,0,1,1,0,0,1,1
141513588,43.708708,-79.267062,2,43,12,2014,2,1,41,120,0,1,0,1,0,0,0,1
5001784292,43.647013,-79.387485,4,289,16,2015,10,16,52,77,1,1,1,1,0,0,0,1
6000381883,43.65372,-79.37324100000001,4,64,4,2016,3,14,51,73,1,1,1,1,1,0,0,1
4003276888,43.696978,-79.546687,0,314,10,2014,11,17,23,6,1,1,0,1,1,0,1,1
4001701923,43.739905,-79.245532,4,73,14,2014,3,20,43,138,1,1,0,1,1,0,0,1
141518658,43.711141999999995,-79.285129,2,43,12,2014,2,20,41,120,1,0,0,1,0,0,0,1
4001521629,43.667632,-79.38530300000001,3,44,13,2014,2,10,51,75,0,0,1,1,0,0,0,1
4001540834,43.642072999999996,-79.377429,6,47,16,2014,2,13,52,77,1,1,1,1,1,0,0,1
4001551952,43.770602000000004,-79.186862,1,49,18,2014,2,12,43,136,1,0,1,1,1,0,0,1
4001557370,43.670325,-79.455783,2,50,19,2014,2,9,11,91,0,0,1,1,1,0,0,1
4001560471,43.714915000000005,-79.334186,2,50,19,2014,2,18,54,44,0,1,0,1,1,0,0,1
4001567446,43.732131,-79.267894,3,51,20,2014,2,20,41,124,1,0,0,0,0,0,0,1
4001576606,43.673133,-79.414378,5,53,22,2014,2,9,14,95,1,1,1,1,1,0,0,1
4001595656,43.669367,-79.302966,1,56,25,2014,2,13,55,63,0,1,1,1,0,0,0,1
4001608537,43.697398,-79.396449,3,58,27,2014,2,14,53,104,1,1,1,1,0,0,0,1
4001617003,43.724253000000004,-79.402026,4,59,28,2014,2,20,53,103,1,1,0,1,0,0,0,1
4001652316,43.650492,-79.479076,3,65,6,2014,3,17,11,87,1,1,1,1,1,0,0,1
4001655411,43.816846999999996,-79.33645200000001,4,66,7,2014,3,8,42,116,1,1,1,1,1,0,0,1
4001659738,43.645559999999996,-79.369815,4,66,7,2014,3,20,51,77,1,1,0,1,1,0,0,1
4001680945,43.648753,-79.396373,6,68,9,2014,3,3,52,77,1,1,0,1,1,0,0,1
4001694942,43.654513,-79.36946400000001,3,72,13,2014,3,17,51,73,1,1,1,1,1,0,0,1
4001700272,43.641421,-79.380862,4,73,14,2014,3,15,52,77,1,1,1,1,1,0,0,1
5000324381,43.667285,-79.373767,1,55,24,2015,2,13,51,71,0,0,1,1,1,0,0,1
6000408814,43.700984000000005,-79.42554799999999,1,68,8,2016,3,21,53,102,1,1,1,1,1,0,0,1
5000359442,43.780757,-79.23347,0,61,2,2015,3,11,43,137,1,1,1,1,0,0,1,1
5000979465,43.769263,-79.412891,3,162,11,2015,6,13,32,51,1,1,1,1,1,0,0,1
4003298111,43.718352,-79.429553,4,318,14,2014,11,6,53,39,1,1,0,1,0,0,0,1
6000411466,43.732012,-79.589404,2,69,9,2016,3,10,23,2,1,1,1,1,1,0,0,1
5002176400,43.714938000000004,-79.40009599999999,5,353,19,2015,12,22,53,99,1,1,0,1,1,0,0,1
5001021761,43.734122,-79.419688,1,167,16,2015,6,9,32,39,1,1,1,1,0,0,0,1
5001012309,43.752291,-79.599284,1,167,16,2015,6,17,23,2,0,1,1,1,0,0,0,1
5001050877,43.666697,-79.458461,0,173,22,2015,6,15,11,93,0,1,1,1,0,0,0,1
5000374256,43.81296,-79.24306800000001,2,63,4,2015,3,16,42,131,1,1,1,1,1,0,0,1
5001074217,43.658362,-79.40021800000001,4,177,26,2015,6,4,52,79,1,1,0,1,0,0,0,1
5001079056,43.686811999999996,-79.44664300000001,4,177,26,2015,6,21,13,107,1,1,0,1,0,0,0,1
5001098276,43.763011,-79.317523,1,181,30,2015,6,4,41,119,1,1,0,1,1,0,0,1
5001110080,43.634425,-79.40874000000001,3,183,2,2015,7,23,14,82,1,1,0,1,1,0,0,1
5001126666,43.795134000000004,-79.341258,5,185,4,2015,7,13,33,46,1,1,1,1,1,0,1,1
5001196464,43.725703,-79.39442,1,195,14,2015,7,21,53,103,0,0,0,0,1,0,0,1
5001197879,43.697718,-79.440814,2,196,15,2015,7,4,13,108,1,1,0,1,0,0,0,1
5001207270,43.694762,-79.30076899999999,3,197,16,2015,7,12,54,61,0,1,1,1,0,0,0,1
5001233986,43.636389,-79.47229300000001,0,201,20,2015,7,10,11,87,1,1,1,1,0,0,0,1
5001312732,43.756701,-79.326358,4,212,31,2015,7,21,33,45,0,0,0,1,0,0,0,1
5001353530,43.748278000000006,-79.48276800000001,4,219,7,2015,8,17,31,26,1,1,1,1,1,0,0,1
5001362618,43.798983,-79.30598,6,221,9,2015,8,7,42,117,1,1,1,1,1,0,1,1
5001366372,43.808852,-79.171031,6,221,9,2015,8,21,42,131,0,1,0,1,0,0,0,1
5001378649,43.729033,-79.291698,1,223,11,2015,8,18,41,119,0,1,1,1,1,0,0,1
5001379991,43.672522,-79.467609,2,224,12,2015,8,23,12,90,1,1,0,1,1,0,0,1
5001444151,43.638514,-79.537998,5,234,22,2015,8,7,22,14,1,1,1,1,1,0,0,1
5001457314,43.790801,-79.45302099999999,0,236,24,2015,8,13,32,35,1,1,1,1,1,0,0,1
5001518617,43.623171,-79.481792,3,246,3,2015,9,7,22,17,1,1,1,1,0,0,1,1
5001551226,43.648951000000004,-79.37124200000001,1,251,8,2015,9,15,51,77,1,1,1,1,0,0,0,1
5001573262,43.659846,-79.39048299999999,4,254,11,2015,9,21,52,76,1,0,0,0,1,0,0,1
5001573277,43.674601,-79.408252,4,254,11,2015,9,21,14,95,1,0,0,0,0,0,0,1
5001578731,43.779551,-79.304385,5,255,12,2015,9,19,42,118,1,0,0,0,1,0,0,1
5001603828,43.808901,-79.30045600000001,2,259,16,2015,9,19,42,130,1,1,0,1,0,0,0,1
5001611464,43.816256,-79.22759599999999,3,260,17,2015,9,22,42,132,0,1,0,1,0,0,0,1
5001640604,43.655328999999995,-79.365749,1,265,22,2015,9,17,51,73,1,1,1,1,0,0,0,1
5001649654,43.639189,-79.45055699999999,3,267,24,2015,9,6,11,87,1,1,0,1,0,0,0,1
5001660531,43.661589,-79.462917,4,268,25,2015,9,19,11,88,1,1,0,1,1,0,0,1
5001677716,43.656546,-79.423526,0,271,28,2015,9,17,14,80,0,1,1,1,0,0,0,1
5001696184,43.654135,-79.480563,3,274,1,2015,10,17,11,89,0,1,1,1,1,0,0,1
5001722959,43.700125,-79.387805,1,279,6,2015,10,7,53,104,0,1,1,1,0,0,0,1
5001723026,43.681132,-79.322696,1,279,6,2015,10,8,55,64,0,1,1,1,1,0,0,1
5001740132,43.699633,-79.43188,3,281,8,2015,10,22,13,106,1,0,0,0,0,0,0,1
5001740465,43.741103,-79.319248,4,282,9,2015,10,1,33,43,1,0,0,0,0,0,0,1
5001750958,43.685214,-79.541393,5,283,10,2015,10,19,23,7,1,1,0,1,0,0,0,1
1386590,43.692603000000005,-79.302364,2,282,9,2013,10,16,54,61,0,1,1,1,1,0,0,1
4001715026,43.728590999999994,-79.26642199999999,0,76,17,2014,3,7,41,124,1,1,0,1,0,0,0,1
6000434518,43.706721,-79.39835699999999,5,72,12,2016,3,22,53,104,1,1,0,1,1,0,0,1
5000374925,43.793559,-79.350398,2,63,4,2015,3,18,33,47,1,0,0,0,1,0,0,1
6000436156,43.637434999999996,-79.434772,6,73,13,2016,3,8,14,85,1,1,1,1,0,0,0,1
142657110,43.675994,-79.45193,3,219,7,2014,8,22,13,92,1,1,0,1,0,0,0,1
6000444329,43.682749,-79.346278,0,74,14,2016,3,17,54,59,1,0,0,1,0,0,0,1
6000493980,43.769351,-79.28222199999999,1,82,22,2016,3,19,41,126,1,0,0,0,1,0,0,1
6000500403,43.651472999999996,-79.367008,2,83,23,2016,3,20,51,73,1,0,0,0,0,0,0,1
6000506509,43.64765,-79.384799,3,84,24,2016,3,20,52,76,1,0,0,0,1,0,0,1
6000582754,43.773787,-79.442966,5,86,26,2016,3,15,32,37,1,1,1,1,1,0,0,1
6000530490,43.793151,-79.352275,1,89,29,2016,3,9,33,47,1,1,1,1,1,0,0,1
6000548529,43.820227,-79.246181,3,91,31,2016,3,21,42,131,1,0,0,0,1,0,0,1
6000581980,43.795584000000005,-79.230312,2,97,6,2016,4,8,42,132,1,1,1,1,1,0,0,1
6000584121,43.628176,-79.503345,2,97,6,2016,4,14,22,16,0,1,1,1,0,0,0,1
6000608721,43.650843,-79.386615,6,101,10,2016,4,11,52,76,1,1,1,1,1,0,1,1
6000688444,43.777732,-79.324161,4,113,22,2016,4,17,42,117,1,1,1,1,1,0,0,1
